customer_id,type_of_client,education,marital_status,race,relationship_in_household,Quantity,Revenue,1st_qtr_qty,2nd_qtr_qty,3rd_qtr_qty,4th_qtr_qty,1st_qtr_rev,2nd_qtr_rev,3rd_qtr_rev,4th_qtr_rev,type_of_sale,duration_visit_month,frequency_of_visit_day,occupation_type,Country,employment_type
609802173,NULL,10th,Married-civ-spouse,White,Husband,43,276.78,44,-122,84,37,169.26,-194.41,217.18,84.75,No,9,91,Transport-moving,United-States,Private
611536603,NULL,HS-grad,Married-civ-spouse,White,Husband,198,508.55,0,91,0,107,0.00,259.60,0.00,248.95,No,7,109,Craft-repair,United-States,Private
613029894,NULL,Assoc-voc,Married-civ-spouse,White,Husband,33,40.75,0,0,33,0,0.00,0.00,40.75,0.00,No,0,13,Craft-repair,United-States,Local-gov
613263630,NULL,Some-college,Divorced,White,Not-in-family,25,47.56,0,0,25,0,0.00,0.00,47.56,0.00,No,0,15,Other-service,United-States,Federal-gov
613601044,NULL,10th,Divorced,White,Unmarried,62,184.45,62,0,0,0,184.45,0.00,0.00,0.00,No,0,21,Sales,United-States,Private
613678077,NULL,HS-grad,Married-civ-spouse,White,Husband,293,956.70,293,0,0,0,956.70,0.00,0.00,0.00,No,0,157,Craft-repair,United-States,Private
618334306,NULL,Some-college,Married-civ-spouse,White,Husband,201,675.45,0,0,150,51,0.00,0.00,425.78,249.67,No,1,46,Sales,United-States,Private
618844725,Wholesaler,Some-college,Never-married,White,Own-child,693,1102.99,0,0,332,361,0.00,0.00,524.57,578.42,No,5,134,Sales,United-States,Private
619516864,NULL,Bachelors,Never-married,White,Not-in-family,53,178.26,0,0,0,53,0.00,0.00,0.00,178.26,No,0,41,Exec-managerial,United-States,State-gov
620760052,NULL,HS-grad,Married-civ-spouse,White,Husband,93,197.83,0,0,0,93,0.00,0.00,0.00,197.83,No,0,14,Craft-repair,United-States,Self-emp-not-inc
622423350,NULL,Bachelors,Married-civ-spouse,White,Husband,50,256.39,50,0,0,0,256.39,0.00,0.00,0.00,No,0,15,Prof-specialty,United-States,Private
622611147,NULL,Masters,Divorced,Amer-Indian-Eskimo,Not-in-family,115,189.59,0,115,0,0,0.00,189.59,0.00,0.00,No,0,43,Prof-specialty,United-States,Local-gov
623158412,NULL,10th,Never-married,White,Own-child,465,638.82,-8,160,0,313,-12.54,276.82,0.00,374.54,No,11,59,Sales,United-States,Private
626246790,NULL,5th-6th,Widowed,White,Unmarried,154,265.10,15,0,0,139,51.75,0.00,0.00,213.35,No,8,88,Sales,United-States,Private
626485065,NULL,Some-college,Divorced,White,Unmarried,51,154.00,0,0,0,51,0.00,0.00,0.00,154.00,No,1,20,Adm-clerical,United-States,Private
627699069,NULL,11th,Married-civ-spouse,White,Husband,415,1175.45,203,177,0,35,528.87,524.13,0.00,122.45,No,11,107,Exec-managerial,United-States,Private
628064056,NULL,Masters,Married-civ-spouse,White,Husband,63,208.02,0,0,63,0,0.00,0.00,208.02,0.00,No,0,20,Adm-clerical,United-States,Local-gov
631295867,Wholesaler,Some-college,Married-civ-spouse,White,Husband,432,913.00,0,234,0,198,0.00,520.94,0.00,392.06,No,7,249,Adm-clerical,United-States,Federal-gov
631656122,NULL,HS-grad,Married-civ-spouse,White,Wife,378,687.42,0,165,0,213,0.00,327.95,0.00,359.47,No,5,129,Machine-op-inspct,United-States,Private
631740717,NULL,Bachelors,Never-married,White,Not-in-family,108,205.09,100,0,0,8,165.00,0.00,0.00,40.09,No,10,4,Adm-clerical,United-States,Private
632425348,NULL,HS-grad,Married-civ-spouse,White,Husband,-9,-17.45,0,0,0,-9,0.00,0.00,0.00,-17.45,return,0,3,Transport-moving,United-States,Private
633882554,NULL,1st-4th,Married-civ-spouse,Other,Husband,420,1296.44,0,122,298,0,0.00,440.16,856.28,0.00,No,5,82,Other-service,Dominican-Republic,Private
634237375,NULL,Bachelors,Married-civ-spouse,White,Husband,225,436.06,0,0,148,77,0.00,0.00,256.47,179.59,No,3,74,Sales,Iran,Private
634614276,NULL,HS-grad,Never-married,White,Own-child,884,2396.89,0,451,283,150,0.00,1245.48,514.92,636.49,No,8,231,Sales,United-States,Private
634648281,NULL,Bachelors,Married-civ-spouse,White,Wife,1148,2644.39,412,199,54,483,746.23,509.19,111.82,1277.15,No,11,286,Exec-managerial,United-States,Private
634945424,Personal,HS-grad,Widowed,White,Not-in-family,52,229.88,0,0,24,28,0.00,0.00,165.20,64.68,No,3,15,Priv-house-serv,United-States,Private
635959396,NULL,HS-grad,Married-civ-spouse,White,Husband,19,76.25,19,0,0,0,76.25,0.00,0.00,0.00,No,1,6,Transport-moving,United-States,Private
637047559,NULL,Some-college,Never-married,White,Own-child,228,567.26,0,0,86,142,0.00,0.00,199.70,367.56,No,4,107,Other-service,United-States,Private
637572853,NULL,Some-college,Married-civ-spouse,White,Husband,35,127.69,0,35,0,0,0.00,127.69,0.00,0.00,No,0,18,Craft-repair,Puerto-Rico,Private
638221871,NULL,Assoc-voc,Never-married,White,Own-child,223,674.32,0,0,0,223,0.00,0.00,0.00,674.32,No,0,67,Tech-support,United-States,Private
639575259,NULL,HS-grad,Married-civ-spouse,White,Husband,400,660.00,400,0,0,0,660.00,0.00,0.00,0.00,No,0,2,Sales,United-States,Private
640035303,Wholesaler,HS-grad,Married-civ-spouse,White,Husband,1314,3113.27,229,570,290,225,609.37,1321.48,516.19,666.23,No,9,414,Sales,England,Self-emp-not-inc
642848347,NULL,Doctorate,Divorced,White,Not-in-family,159,331.37,50,109,0,0,131.80,199.57,0.00,0.00,No,4,51,Prof-specialty,United-States,Self-emp-not-inc
644029967,NULL,Some-college,Married-civ-spouse,White,Husband,9,49.68,0,0,0,9,0.00,0.00,0.00,49.68,No,1,8,Transport-moving,United-States,Private
644035739,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,379,895.62,0,0,0,379,0.00,0.00,0.00,895.62,No,1,144,Exec-managerial,United-States,Private
644062701,NULL,HS-grad,Divorced,White,Own-child,268,280.23,0,0,0,268,0.00,0.00,0.00,280.23,No,0,112,Protective-serv,United-States,Local-gov
645381164,NULL,Masters,Married-civ-spouse,White,Husband,81,238.44,0,81,0,0,0.00,238.44,0.00,0.00,No,0,32,Craft-repair,United-States,Self-emp-not-inc
645433552,NULL,Assoc-voc,Never-married,White,Not-in-family,163,479.80,0,0,103,60,0.00,0.00,260.31,219.49,No,1,37,Craft-repair,United-States,Private
646430757,NULL,Some-college,Divorced,White,Not-in-family,96,367.90,96,0,0,0,367.90,0.00,0.00,0.00,No,0,34,Handlers-cleaners,Ireland,Private
647470772,NULL,Prof-school,Married-civ-spouse,White,Wife,44,130.40,0,44,0,0,0.00,130.40,0.00,0.00,No,0,11,Prof-specialty,United-States,Private
648791882,NULL,HS-grad,Married-civ-spouse,White,Husband,370,465.28,0,0,370,0,0.00,0.00,465.28,0.00,No,0,153,Exec-managerial,United-States,State-gov
649000663,NULL,HS-grad,Married-civ-spouse,White,Husband,253,542.63,0,109,144,0,0.00,260.88,281.75,0.00,No,5,124,Exec-managerial,United-States,Private
649108650,Personal,HS-grad,Never-married,White,Own-child,2640,6796.82,1672,0,355,613,4924.70,0.00,658.05,1214.07,No,9,42,Handlers-cleaners,United-States,Private
650144098,NULL,7th-8th,Divorced,Asian-Pac-Islander,Not-in-family,540,2163.43,0,336,88,116,0.00,1435.05,393.04,335.34,No,5,157,Other-service,United-States,State-gov
650288122,NULL,Bachelors,Married-civ-spouse,White,Husband,960,2021.06,80,225,0,655,186.01,533.44,0.00,1301.61,No,9,221,Prof-specialty,United-States,Self-emp-not-inc
651335065,NULL,HS-grad,Separated,White,Not-in-family,118,369.85,66,0,0,52,163.30,0.00,0.00,206.55,No,11,29,Sales,United-States,Private
651361880,NULL,Masters,Never-married,White,Not-in-family,149,698.11,0,0,55,94,0.00,0.00,175.23,522.88,No,1,56,Prof-specialty,Germany,Local-gov
651547132,Wholesaler,Some-college,Divorced,Asian-Pac-Islander,Own-child,651,1339.01,0,202,201,248,0.00,442.91,453.69,442.41,No,8,119,Sales,Philippines,Private
653590224,NULL,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Husband,1266,968.10,600,0,666,0,390.00,0.00,578.10,0.00,No,5,24,Craft-repair,South,Self-emp-not-inc
654148166,NULL,10th,Married-civ-spouse,White,Husband,50,67.44,0,0,50,0,0.00,0.00,67.44,0.00,No,0,19,Exec-managerial,United-States,Private
654169955,NULL,Bachelors,Married-civ-spouse,White,Husband,22,52.91,0,0,22,0,0.00,0.00,52.91,0.00,No,0,9,Exec-managerial,United-States,Private
655800820,NULL,12th,Never-married,White,Own-child,211,383.86,0,211,0,0,0.00,383.86,0.00,0.00,No,1,98,Handlers-cleaners,United-States,Private
657038358,NULL,10th,Never-married,White,Own-child,60,241.55,62,-2,0,0,247.90,-6.35,0.00,0.00,No,1,19,Sales,United-States,Private
658646592,NULL,Some-college,Divorced,White,Not-in-family,-160,-60.32,0,-160,0,0,19.60,-79.92,0.00,0.00,return,1,27,Prof-specialty,United-States,Private
658942482,NULL,Prof-school,Widowed,White,Unmarried,34,102.72,0,34,0,0,0.00,102.72,0.00,0.00,No,0,10,Prof-specialty,United-States,Private
660647174,NULL,Bachelors,Divorced,White,Not-in-family,35,104.37,0,0,35,0,0.00,0.00,104.37,0.00,No,0,10,Craft-repair,United-States,Private
660827660,Wholesaler,Bachelors,Never-married,White,Not-in-family,99,245.88,0,0,0,99,0.00,0.00,0.00,245.88,No,0,22,Prof-specialty,Italy,Local-gov
661268007,NULL,Some-college,Married-civ-spouse,White,Husband,372,1329.26,135,44,50,143,327.45,195.96,221.70,584.15,No,8,85,Sales,United-States,Self-emp-inc
661307286,NULL,Some-college,Divorced,White,Unmarried,19,39.75,19,0,0,0,39.75,0.00,0.00,0.00,No,0,7,Craft-repair,United-States,Private
662430843,NULL,HS-grad,Separated,White,Other-relative,455,698.11,63,0,-1,393,138.31,0.00,-4.95,564.75,No,11,134,Sales,United-States,Private
662978583,NULL,HS-grad,Married-civ-spouse,Black,Husband,90,232.03,90,0,0,0,232.03,0.00,0.00,0.00,No,0,43,Machine-op-inspct,United-States,Private
663338561,NULL,Prof-school,Separated,Black,Own-child,6,16.54,14,-8,0,0,40.34,-23.80,0.00,0.00,No,4,11,Prof-specialty,United-States,Local-gov
663999422,NULL,Some-college,Married-civ-spouse,White,Wife,1,4.25,0,1,0,0,0.00,4.25,0.00,0.00,No,0,1,Exec-managerial,United-States,State-gov
664534992,NULL,Some-college,Married-civ-spouse,White,Husband,127,449.36,0,0,73,54,0.00,0.00,261.16,188.20,No,2,53,Protective-serv,United-States,Local-gov
665071420,NULL,Assoc-acdm,Never-married,White,Not-in-family,112,318.64,0,41,41,30,0.00,119.89,116.95,81.80,No,6,37,Sales,United-States,Self-emp-inc
665833605,NULL,HS-grad,Married-civ-spouse,White,Husband,46,212.37,0,0,0,46,0.00,0.00,0.00,212.37,No,0,18,Sales,Mexico,Private
668422258,NULL,11th,Married-civ-spouse,White,Wife,-13,9.20,0,0,-4,-9,0.00,0.00,-13.15,22.35,No,3,14,Handlers-cleaners,United-States,Private
669091799,Wholesaler,HS-grad,Married-civ-spouse,White,Husband,156,315.64,0,0,0,156,0.00,0.00,0.00,315.64,No,0,51,Craft-repair,United-States,Private
670967153,Wholesaler,Some-college,Divorced,White,Not-in-family,398,1294.31,110,76,87,125,420.51,264.93,212.98,395.89,No,11,153,Adm-clerical,United-States,Private
672655903,Wholesaler,Some-college,Never-married,White,Own-child,948,2977.47,116,97,423,312,743.59,265.90,1137.46,830.52,No,9,226,Sales,United-States,Private
674531040,NULL,Masters,Never-married,White,Not-in-family,44,276.79,0,0,44,0,0.00,0.00,276.79,0.00,No,0,14,Exec-managerial,United-States,Private
674979430,NULL,Masters,Married-civ-spouse,Asian-Pac-Islander,Husband,102,149.47,0,0,0,102,0.00,0.00,0.00,149.47,No,0,46,Prof-specialty,South,Federal-gov
676013456,NULL,10th,Married-civ-spouse,Black,Husband,149,735.77,96,0,31,22,338.46,0.00,215.61,181.70,No,9,33,Transport-moving,United-States,Private
676253242,NULL,7th-8th,Divorced,White,Own-child,130,270.40,0,50,80,0,0.00,104.00,166.40,0.00,No,3,13,Machine-op-inspct,United-States,Private
678393834,NULL,Masters,Divorced,White,Not-in-family,100,344.18,59,41,0,0,212.11,132.07,0.00,0.00,No,3,39,Prof-specialty,United-States,Local-gov
678687746,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,275,552.95,57,0,167,51,128.60,0.00,333.59,90.76,No,9,75,Craft-repair,England,Private
678710124,NULL,Assoc-voc,Married-civ-spouse,White,Husband,42,128.51,0,0,42,0,0.00,0.00,128.51,0.00,No,0,10,Prof-specialty,Germany,Private
679012817,Wholesaler,Some-college,Never-married,White,Own-child,493,862.10,106,0,274,113,246.54,0.00,436.06,179.50,No,9,130,Prof-specialty,United-States,Private
679238121,Wholesaler,HS-grad,Married-civ-spouse,White,Wife,154,417.33,0,0,0,154,0.00,0.00,0.00,417.33,No,0,52,Machine-op-inspct,United-States,Private
680474018,Wholesaler,5th-6th,Never-married,White,Unmarried,100,308.16,0,0,0,100,0.00,0.00,0.00,308.16,No,0,35,Handlers-cleaners,United-States,Private
683001125,Wholesaler,Assoc-voc,Married-civ-spouse,White,Husband,431,752.80,0,127,0,304,0.00,269.14,0.00,483.66,No,5,212,Other-service,United-States,Private
683725520,NULL,HS-grad,Separated,Black,Not-in-family,44,145.27,0,44,0,0,0.00,145.27,0.00,0.00,No,0,14,Exec-managerial,United-States,Federal-gov
685022334,NULL,HS-grad,Divorced,White,Not-in-family,54,275.75,0,54,0,0,0.00,275.75,0.00,0.00,No,1,29,Other-service,United-States,Private
685163484,Wholesaler,10th,Never-married,Black,Own-child,477,907.01,0,254,163,60,0.00,496.74,267.69,142.58,No,6,127,Other-service,United-States,Private
685327390,NULL,HS-grad,Divorced,Black,Not-in-family,280,490.65,0,0,0,280,0.00,0.00,0.00,490.65,No,0,144,Other-service,United-States,Private
685679883,NULL,Bachelors,Married-civ-spouse,White,Husband,19819,14440.34,5605,6725,4203,3286,4297.24,3914.91,2502.70,3725.49,No,11,93,Tech-support,United-States,Private
687490185,NULL,Some-college,Never-married,Black,Own-child,31,82.19,7,0,-2,26,51.45,0.00,-11.90,42.64,No,9,15,Adm-clerical,Dominican-Republic,Private
688700001,NULL,Bachelors,Never-married,White,Own-child,415,742.12,122,0,17,276,319.57,0.00,16.91,405.64,No,11,137,Adm-clerical,United-States,Self-emp-inc
688732893,NULL,Some-college,Divorced,White,Not-in-family,420,728.38,0,158,52,210,0.00,112.03,88.97,527.38,No,7,147,Sales,Cuba,Self-emp-inc
689184023,Wholesaler,Some-college,Never-married,White,Not-in-family,256,712.48,43,0,129,84,94.37,0.00,288.46,329.65,No,9,118,Transport-moving,United-States,Private
692178884,NULL,Some-college,Married-civ-spouse,Black,Husband,154,715.01,0,0,38,116,0.00,0.00,190.69,524.32,No,5,74,Craft-repair,Puerto-Rico,Private
692299274,NULL,HS-grad,Married-civ-spouse,White,Husband,37,65.63,0,37,0,0,0.00,65.63,0.00,0.00,No,0,9,Farming-fishing,United-States,Self-emp-not-inc
692334835,NULL,7th-8th,Married-civ-spouse,White,Husband,4,37.40,0,4,0,0,0.00,37.40,0.00,0.00,No,0,2,Other-service,United-States,Self-emp-not-inc
692784137,Personal,Bachelors,Never-married,White,Not-in-family,124,361.59,67,50,0,7,169.42,176.88,0.00,15.29,No,9,39,Prof-specialty,United-States,Private
692948201,NULL,12th,Married-civ-spouse,White,Husband,137,155.28,0,137,0,0,0.00,155.28,0.00,0.00,No,0,10,Craft-repair,United-States,Private
693641444,NULL,5th-6th,Never-married,White,Not-in-family,63,180.69,63,0,0,0,180.69,0.00,0.00,0.00,No,0,16,Other-service,El-Salvador,Private
694623586,NULL,Some-college,Married-civ-spouse,White,Husband,574,1094.65,66,344,63,101,151.33,385.07,192.13,366.12,No,7,117,Craft-repair,United-States,Self-emp-inc
694673699,NULL,12th,Separated,White,Own-child,277,393.40,0,0,0,277,0.00,0.00,0.00,393.40,No,0,52,Prof-specialty,United-States,Private
695221933,Personal,HS-grad,Married-civ-spouse,White,Husband,648,884.57,231,411,0,6,255.06,568.40,0.00,61.11,No,10,83,Transport-moving,United-States,Private
696458642,NULL,HS-grad,Married-civ-spouse,Black,Husband,670,1162.55,0,209,461,0,0.00,319.03,843.52,0.00,No,4,109,Transport-moving,United-States,Private
696624004,NULL,Some-college,Separated,White,Unmarried,73,135.48,0,63,0,10,0.00,127.16,0.00,8.32,No,7,40,Sales,United-States,Private
696843456,Personal,Some-college,Married-civ-spouse,White,Husband,37,182.42,0,0,37,0,0.00,0.00,182.42,0.00,No,3,25,Sales,United-States,Private
697519965,NULL,Bachelors,Married-civ-spouse,White,Husband,242,1319.63,91,95,56,0,562.04,497.63,259.96,0.00,No,4,71,Exec-managerial,United-States,Private
698042780,NULL,Some-college,Married-civ-spouse,White,Husband,838,2266.35,0,117,305,416,0.00,326.38,665.93,1274.04,No,7,140,Sales,United-States,Self-emp-inc
699080188,NULL,Assoc-acdm,Never-married,White,Own-child,90,218.78,0,90,0,0,0.00,218.78,0.00,0.00,No,0,21,Sales,United-States,Private
701931980,NULL,HS-grad,Married-civ-spouse,White,Husband,479,112.41,299,0,0,180,-599.70,0.00,0.00,712.11,No,10,137,Craft-repair,United-States,Private
704821584,NULL,Some-college,Never-married,White,Not-in-family,47,86.03,0,47,0,0,0.00,86.03,0.00,0.00,No,0,21,Handlers-cleaners,United-States,Private
705126989,NULL,Some-college,Never-married,White,Not-in-family,117,175.64,117,0,0,0,175.64,0.00,0.00,0.00,No,0,53,Protective-serv,United-States,State-gov
705776934,NULL,11th,Never-married,White,Not-in-family,391,788.85,103,0,288,0,350.72,0.00,438.13,0.00,No,8,55,Machine-op-inspct,United-States,Private
705906524,NULL,Bachelors,Married-civ-spouse,White,Husband,336,1215.17,20,0,316,0,163.80,0.00,1051.37,0.00,No,8,126,Exec-managerial,United-States,Private
706307899,NULL,11th,Separated,Black,Unmarried,7,41.15,0,0,7,0,0.00,0.00,41.15,0.00,No,0,2,Adm-clerical,United-States,Private
707952758,Wholesaler,Some-college,Widowed,White,Unmarried,129,600.27,0,0,0,129,0.00,0.00,0.00,600.27,No,0,42,Adm-clerical,United-States,Private
709603141,Personal,Assoc-voc,Married-civ-spouse,White,Husband,24,107.60,0,0,0,24,0.00,0.00,0.00,107.60,No,0,3,Protective-serv,United-States,State-gov
710181030,NULL,Bachelors,Married-spouse-absent,White,Own-child,325,625.41,0,231,35,59,0.00,299.46,103.38,222.57,No,7,50,Sales,United-States,Self-emp-not-inc
710528200,NULL,Bachelors,Widowed,White,Not-in-family,158,340.67,0,122,36,0,0.00,267.82,72.85,0.00,No,1,72,Other-service,United-States,Private
710867598,NULL,HS-grad,Widowed,White,Not-in-family,2271,6566.68,116,490,280,1385,435.80,2032.78,1055.79,3042.31,No,11,321,Priv-house-serv,England,Private
711979284,NULL,Assoc-voc,Married-civ-spouse,White,Husband,49,76.91,0,0,49,0,0.00,0.00,76.91,0.00,No,0,19,Protective-serv,United-States,State-gov
713990713,NULL,Some-college,Married-civ-spouse,White,Husband,29,106.97,0,0,30,-1,0.00,0.00,116.92,-9.95,No,5,11,Sales,United-States,Self-emp-inc
714816566,Wholesaler,10th,Divorced,White,Not-in-family,56,285.18,0,0,0,56,0.00,0.00,0.00,285.18,No,0,21,Craft-repair,United-States,Private
715417162,NULL,Bachelors,Never-married,White,Own-child,24,83.25,0,24,0,0,0.00,83.25,0.00,0.00,No,0,8,Prof-specialty,United-States,State-gov
716362243,NULL,Bachelors,Divorced,White,Unmarried,388,1000.78,0,85,0,303,0.00,256.20,0.00,744.58,No,5,84,Sales,United-States,Private
716372249,Wholesaler,10th,Divorced,White,Unmarried,138,345.14,-1,0,82,57,-0.42,0.00,163.96,181.60,No,8,43,Machine-op-inspct,United-States,Private
716925848,NULL,Assoc-voc,Never-married,White,Own-child,57,163.45,57,0,0,0,163.45,0.00,0.00,0.00,No,0,19,Machine-op-inspct,United-States,Private
720051323,NULL,Some-college,Married-civ-spouse,White,Husband,147,578.95,147,0,0,0,578.95,0.00,0.00,0.00,No,0,42,Sales,United-States,Private
720761168,NULL,11th,Divorced,White,Not-in-family,120,73.93,0,0,0,120,0.00,0.00,0.00,73.93,No,0,8,Transport-moving,Canada,Private
723489726,NULL,HS-grad,Married-civ-spouse,White,Husband,25,81.70,0,25,0,0,0.00,81.70,0.00,0.00,No,0,8,Craft-repair,United-States,Self-emp-not-inc
725229948,NULL,5th-6th,Married-civ-spouse,White,Husband,182,812.42,20,0,60,102,52.01,0.00,285.60,474.81,No,8,52,Craft-repair,Italy,Private
725995234,Personal,Bachelors,Divorced,White,Unmarried,-5,-1.45,0,0,-5,0,0.00,0.00,-1.45,0.00,return,0,1,Prof-specialty,United-States,Local-gov
726506919,NULL,HS-grad,Never-married,Black,Unmarried,245,592.58,50,93,35,67,90.52,232.26,41.73,228.07,No,7,85,Other-service,United-States,Private
726694422,Wholesaler,HS-grad,Never-married,Other,Not-in-family,309,914.17,0,0,176,133,0.00,0.00,542.48,371.69,No,3,95,Sales,United-States,Private
727264506,NULL,Bachelors,Married-civ-spouse,White,Husband,58,251.47,27,31,0,0,68.93,108.04,0.00,74.50,No,11,26,Prof-specialty,United-States,Private
728627886,NULL,7th-8th,Married-civ-spouse,White,Husband,334,877.02,0,215,0,119,0.00,567.19,0.00,309.83,No,6,90,Transport-moving,United-States,Private
730031989,NULL,Bachelors,Married-civ-spouse,White,Husband,462,1111.58,51,0,156,255,98.13,0.00,386.08,627.37,No,10,135,Protective-serv,United-States,Federal-gov
730412898,Wholesaler,Bachelors,Married-civ-spouse,White,Husband,253,501.68,85,0,0,168,205.00,0.00,0.00,296.68,No,7,104,Craft-repair,United-States,Local-gov
733066559,Wholesaler,Assoc-acdm,Married-civ-spouse,White,Husband,425,1151.11,55,43,194,133,168.10,145.53,449.32,388.16,No,11,123,Sales,United-States,Private
733202719,NULL,Some-college,Never-married,White,Own-child,154,179.12,64,0,47,43,58.84,0.00,66.95,53.33,No,10,68,Adm-clerical,United-States,Private
734253076,NULL,10th,Never-married,White,Own-child,126,156.84,0,0,0,126,0.00,0.00,0.00,156.84,No,0,60,Craft-repair,United-States,Private
735289753,Wholesaler,Some-college,Married-civ-spouse,White,Husband,212,434.90,0,110,0,102,0.00,194.44,0.00,240.46,No,5,72,Sales,United-States,Private
736365431,NULL,HS-grad,Never-married,White,Own-child,304,196.62,297,0,7,0,178.59,0.00,18.03,0.00,No,5,11,Adm-clerical,United-States,Local-gov
736681350,NULL,Some-college,Never-married,White,Own-child,369,1355.73,0,202,51,116,0.00,755.79,295.00,304.94,No,6,148,Handlers-cleaners,United-States,Private
737740383,NULL,Bachelors,Married-civ-spouse,White,Husband,2,46.95,0,2,0,0,0.00,46.95,0.00,0.00,No,0,2,Sales,United-States,Private
738020904,NULL,Some-college,Separated,White,Own-child,58,189.22,0,0,0,58,0.00,0.00,0.00,189.22,No,0,15,Other-service,United-States,Private
738603435,Wholesaler,Bachelors,Divorced,White,Own-child,1041,2050.74,105,218,346,372,194.73,385.20,680.36,790.45,No,10,323,Prof-specialty,United-States,Private
739255944,NULL,Some-college,Married-civ-spouse,White,Husband,58,73.93,0,23,35,0,0.00,34.25,39.68,0.00,No,3,25,Exec-managerial,United-States,Self-emp-inc
740623386,NULL,HS-grad,Divorced,White,Not-in-family,258,494.66,0,0,0,258,0.00,0.00,0.00,494.66,No,0,102,Transport-moving,United-States,Private
742466396,NULL,HS-grad,Divorced,Asian-Pac-Islander,Not-in-family,122,179.33,0,0,0,122,0.00,0.00,0.00,179.33,No,0,56,Sales,United-States,Private
744054601,NULL,Bachelors,Divorced,White,Not-in-family,-1,-3.95,0,0,-1,0,0.00,0.00,-3.95,0.00,return,0,1,Adm-clerical,United-States,Private
745063809,Wholesaler,Masters,Never-married,White,Own-child,109,197.52,0,0,0,109,0.00,0.00,0.00,197.52,No,0,6,Prof-specialty,United-States,Local-gov
748939746,NULL,12th,Never-married,White,Own-child,107,360.71,0,56,0,51,0.00,176.72,0.00,183.99,No,8,31,Other-service,United-States,Private
748956474,NULL,Some-college,Widowed,White,Unmarried,107,333.05,31,0,0,76,121.65,0.00,0.00,211.40,No,10,48,Adm-clerical,United-States,Private
748973060,NULL,11th,Never-married,White,Own-child,23,47.02,0,0,0,23,0.00,0.00,0.00,47.02,No,2,9,Sales,United-States,Private
749741961,NULL,Masters,Divorced,White,Unmarried,163,641.11,0,63,11,89,0.00,236.88,56.50,347.73,No,6,55,Other-service,United-States,Private
750269921,Wholesaler,Masters,Married-spouse-absent,White,Not-in-family,91,213.52,0,0,0,91,0.00,0.00,0.00,213.52,No,0,23,Prof-specialty,United-States,Private
751486506,Wholesaler,9th,Never-married,White,Other-relative,110,145.80,0,0,0,110,0.00,0.00,0.00,145.80,No,0,32,Craft-repair,United-States,Private
752530812,Wholesaler,HS-grad,Married-civ-spouse,White,Husband,1231,3323.90,150,196,422,463,466.24,577.55,720.26,1559.85,No,11,288,Sales,United-States,Private
756462711,NULL,HS-grad,Never-married,White,Not-in-family,303,1051.05,23,0,20,260,102.60,0.00,134.80,813.65,No,10,90,Adm-clerical,United-States,Private
757591580,NULL,Doctorate,Never-married,White,Not-in-family,189,476.23,0,0,100,89,0.00,0.00,239.60,236.63,No,5,50,Exec-managerial,United-States,Private
765423386,NULL,Some-college,Never-married,White,Own-child,83,484.51,0,65,18,0,0.00,411.03,73.48,0.00,No,5,21,Sales,United-States,Private
766547285,NULL,Bachelors,Never-married,White,Own-child,335,764.25,0,0,0,335,0.00,0.00,0.00,764.25,No,1,152,Exec-managerial,United-States,Private
767523129,NULL,Some-college,Married-civ-spouse,White,Husband,200,223.36,0,0,200,0,0.00,0.00,223.36,0.00,No,0,15,Farming-fishing,United-States,Private
767673765,NULL,HS-grad,Never-married,White,Own-child,82,244.90,0,0,82,0,0.00,0.00,244.90,0.00,No,0,22,Other-service,United-States,Private
768108565,NULL,HS-grad,Divorced,White,Not-in-family,190,603.25,98,0,92,0,276.24,0.00,327.01,0.00,No,4,46,Sales,United-States,Private
768265611,NULL,Some-college,Married-civ-spouse,White,Husband,98,358.15,0,0,98,0,0.00,0.00,358.15,0.00,No,0,32,Sales,United-States,Private
769418581,NULL,12th,Married-civ-spouse,White,Husband,227,382.92,0,0,0,227,0.00,0.00,0.00,382.92,No,0,100,Farming-fishing,Germany,Private
769962063,Wholesaler,HS-grad,Married-civ-spouse,White,Husband,528,1371.92,0,162,183,183,0.00,381.22,478.83,511.87,No,8,170,Exec-managerial,United-States,Private
770764856,Wholesaler,Some-college,Never-married,Asian-Pac-Islander,Own-child,929,3706.66,79,109,163,578,553.61,397.62,603.01,2152.42,No,11,419,Handlers-cleaners,United-States,Private
771358921,NULL,HS-grad,Married-civ-spouse,Black,Wife,98,277.72,0,98,0,0,0.00,277.72,0.00,0.00,No,1,28,Other-service,United-States,Private
772195248,Personal,HS-grad,Married-civ-spouse,White,Husband,18,51.32,0,0,0,18,0.00,0.00,0.00,51.32,No,0,5,Handlers-cleaners,United-States,Private
776798109,NULL,HS-grad,Widowed,White,Not-in-family,85,436.54,85,0,0,0,436.54,0.00,0.00,0.00,No,0,29,Other-service,United-States,Private
777634813,NULL,Assoc-voc,Never-married,Black,Unmarried,132,352.46,0,51,81,0,0.00,137.30,215.16,0.00,No,5,44,Prof-specialty,United-States,Private
779184109,Wholesaler,Masters,Married-civ-spouse,White,Husband,30,87.70,0,0,5,25,0.00,0.00,23.51,64.19,No,5,17,Prof-specialty,United-States,Local-gov
