customer_id,type_of_client,education,marital_status,Revenue,type_of_sale,occupation_type,Country,employment_type
571845886,Wholesaler,9th,Divorced,276.81,No,Farming-fishing,United-States,Private
574501969,NULL,Bachelors,Never-married,220.74,No,Prof-specialty,United-States,Private
574635398,NULL,7th-8th,Widowed,408.44,No,Machine-op-inspct,Dominican-Republic,Private
574981327,NULL,HS-grad,Divorced,533.79,No,Other-service,United-States,Private
575725041,Personal,Prof-school,Married-civ-spouse,287.32,No,Prof-specialty,United-States,Private
576011010,Wholesaler,Some-college,Married-civ-spouse,1711.06,No,Sales,United-States,Private
577567512,Personal,HS-grad,Married-civ-spouse,63.33,No,Craft-repair,United-States,Private
578024801,NULL,HS-grad,Never-married,670.57,No,Adm-clerical,United-States,Private
578665974,NULL,Some-college,Married-civ-spouse,80.98,No,Exec-managerial,United-States,Private
578820740,NULL,HS-grad,Divorced,22.95,No,Other-service,United-States,State-gov
582122302,NULL,Bachelors,Never-married,176.75,No,Sales,Germany,Private
583069363,NULL,HS-grad,Never-married,1268.05,No,Sales,United-States,Private
585370591,NULL,Some-college,Married-civ-spouse,194.90,No,Exec-managerial,United-States,Private
585950172,NULL,Some-college,Married-civ-spouse,1149.55,No,Farming-fishing,United-States,Private
589849586,NULL,Bachelors,Never-married,112.75,No,Adm-clerical,United-States,Private
591863459,NULL,Masters,Divorced,248.40,No,Prof-specialty,United-States,State-gov
595187713,NULL,Masters,Married-civ-spouse,837.47,No,Prof-specialty,United-States,Private
595724781,NULL,Masters,Married-civ-spouse,137.06,No,Sales,United-States,Private
598114147,NULL,5th-6th,Married-civ-spouse,1750.55,No,Machine-op-inspct,Mexico,Private
599327055,NULL,Bachelors,Never-married,1465.51,No,Other-service,United-States,Private
599774280,NULL,10th,Never-married,146.19,No,Sales,United-States,Private
599845093,Wholesaler,Some-college,Married-civ-spouse,345.86,No,Craft-repair,United-States,Private
601257343,NULL,Bachelors,Married-civ-spouse,4028.07,No,Adm-clerical,India,Private
604521942,Wholesaler,HS-grad,Married-civ-spouse,887.53,No,Adm-clerical,United-States,Private
604665449,NULL,Some-college,Married-civ-spouse,1324.27,No,Other-service,United-States,Private
608438574,NULL,Bachelors,Never-married,142.54,No,Adm-clerical,United-States,Private
609037260,NULL,11th,Never-married,995.16,No,Craft-repair,United-States,Private
609470033,NULL,HS-grad,Widowed,69.45,No,Sales,United-States,Private
609802173,NULL,10th,Married-civ-spouse,276.78,No,Transport-moving,United-States,Private
611536603,NULL,HS-grad,Married-civ-spouse,508.55,No,Craft-repair,United-States,Private
613029894,NULL,Assoc-voc,Married-civ-spouse,40.75,No,Craft-repair,United-States,Local-gov
613263630,NULL,Some-college,Divorced,47.56,No,Other-service,United-States,Federal-gov
613601044,NULL,10th,Divorced,184.45,No,Sales,United-States,Private
613678077,NULL,HS-grad,Married-civ-spouse,956.70,No,Craft-repair,United-States,Private
618334306,NULL,Some-college,Married-civ-spouse,675.45,No,Sales,United-States,Private
618844725,Wholesaler,Some-college,Never-married,1102.99,No,Sales,United-States,Private
619516864,NULL,Bachelors,Never-married,178.26,No,Exec-managerial,United-States,State-gov
620760052,NULL,HS-grad,Married-civ-spouse,197.83,No,Craft-repair,United-States,Self-emp-not-inc
622423350,NULL,Bachelors,Married-civ-spouse,256.39,No,Prof-specialty,United-States,Private
622611147,NULL,Masters,Divorced,189.59,No,Prof-specialty,United-States,Local-gov
623158412,NULL,10th,Never-married,638.82,No,Sales,United-States,Private
626246790,NULL,5th-6th,Widowed,265.10,No,Sales,United-States,Private
626485065,NULL,Some-college,Divorced,154.00,No,Adm-clerical,United-States,Private
627699069,NULL,11th,Married-civ-spouse,1175.45,No,Exec-managerial,United-States,Private
628064056,NULL,Masters,Married-civ-spouse,208.02,No,Adm-clerical,United-States,Local-gov
631295867,Wholesaler,Some-college,Married-civ-spouse,913.00,No,Adm-clerical,United-States,Federal-gov
631656122,NULL,HS-grad,Married-civ-spouse,687.42,No,Machine-op-inspct,United-States,Private
631740717,NULL,Bachelors,Never-married,205.09,No,Adm-clerical,United-States,Private
632425348,NULL,HS-grad,Married-civ-spouse,-17.45,return,Transport-moving,United-States,Private
633882554,NULL,1st-4th,Married-civ-spouse,1296.44,No,Other-service,Dominican-Republic,Private
634237375,NULL,Bachelors,Married-civ-spouse,436.06,No,Sales,Iran,Private
634614276,NULL,HS-grad,Never-married,2396.89,No,Sales,United-States,Private
634648281,NULL,Bachelors,Married-civ-spouse,2644.39,No,Exec-managerial,United-States,Private
634945424,Personal,HS-grad,Widowed,229.88,No,Priv-house-serv,United-States,Private
635959396,NULL,HS-grad,Married-civ-spouse,76.25,No,Transport-moving,United-States,Private
637047559,NULL,Some-college,Never-married,567.26,No,Other-service,United-States,Private
637572853,NULL,Some-college,Married-civ-spouse,127.69,No,Craft-repair,Puerto-Rico,Private
638221871,NULL,Assoc-voc,Never-married,674.32,No,Tech-support,United-States,Private
639575259,NULL,HS-grad,Married-civ-spouse,660.00,No,Sales,United-States,Private
640035303,Wholesaler,HS-grad,Married-civ-spouse,3113.27,No,Sales,England,Self-emp-not-inc
642848347,NULL,Doctorate,Divorced,331.37,No,Prof-specialty,United-States,Self-emp-not-inc
644029967,NULL,Some-college,Married-civ-spouse,49.68,No,Transport-moving,United-States,Private
644035739,Wholesaler,Bachelors,Married-civ-spouse,895.62,No,Exec-managerial,United-States,Private
644062701,NULL,HS-grad,Divorced,280.23,No,Protective-serv,United-States,Local-gov
645381164,NULL,Masters,Married-civ-spouse,238.44,No,Craft-repair,United-States,Self-emp-not-inc
645433552,NULL,Assoc-voc,Never-married,479.80,No,Craft-repair,United-States,Private
646430757,NULL,Some-college,Divorced,367.90,No,Handlers-cleaners,Ireland,Private
647470772,NULL,Prof-school,Married-civ-spouse,130.40,No,Prof-specialty,United-States,Private
648791882,NULL,HS-grad,Married-civ-spouse,465.28,No,Exec-managerial,United-States,State-gov
649000663,NULL,HS-grad,Married-civ-spouse,542.63,No,Exec-managerial,United-States,Private
649108650,Personal,HS-grad,Never-married,6796.82,No,Handlers-cleaners,United-States,Private
650144098,NULL,7th-8th,Divorced,2163.43,No,Other-service,United-States,State-gov
650288122,NULL,Bachelors,Married-civ-spouse,2021.06,No,Prof-specialty,United-States,Self-emp-not-inc
651335065,NULL,HS-grad,Separated,369.85,No,Sales,United-States,Private
651361880,NULL,Masters,Never-married,698.11,No,Prof-specialty,Germany,Local-gov
651547132,Wholesaler,Some-college,Divorced,1339.01,No,Sales,Philippines,Private
653590224,NULL,HS-grad,Married-civ-spouse,968.10,No,Craft-repair,South,Self-emp-not-inc
654148166,NULL,10th,Married-civ-spouse,67.44,No,Exec-managerial,United-States,Private
654169955,NULL,Bachelors,Married-civ-spouse,52.91,No,Exec-managerial,United-States,Private
655800820,NULL,12th,Never-married,383.86,No,Handlers-cleaners,United-States,Private
657038358,NULL,10th,Never-married,241.55,No,Sales,United-States,Private
658646592,NULL,Some-college,Divorced,-60.32,return,Prof-specialty,United-States,Private
658942482,NULL,Prof-school,Widowed,102.72,No,Prof-specialty,United-States,Private
660647174,NULL,Bachelors,Divorced,104.37,No,Craft-repair,United-States,Private
660827660,Wholesaler,Bachelors,Never-married,245.88,No,Prof-specialty,Italy,Local-gov
661268007,NULL,Some-college,Married-civ-spouse,1329.26,No,Sales,United-States,Self-emp-inc
661307286,NULL,Some-college,Divorced,39.75,No,Craft-repair,United-States,Private
662430843,NULL,HS-grad,Separated,698.11,No,Sales,United-States,Private
662978583,NULL,HS-grad,Married-civ-spouse,232.03,No,Machine-op-inspct,United-States,Private
663338561,NULL,Prof-school,Separated,16.54,No,Prof-specialty,United-States,Local-gov
663999422,NULL,Some-college,Married-civ-spouse,4.25,No,Exec-managerial,United-States,State-gov
664534992,NULL,Some-college,Married-civ-spouse,449.36,No,Protective-serv,United-States,Local-gov
665071420,NULL,Assoc-acdm,Never-married,318.64,No,Sales,United-States,Self-emp-inc
665833605,NULL,HS-grad,Married-civ-spouse,212.37,No,Sales,Mexico,Private
668422258,NULL,11th,Married-civ-spouse,9.20,No,Handlers-cleaners,United-States,Private
669091799,Wholesaler,HS-grad,Married-civ-spouse,315.64,No,Craft-repair,United-States,Private
670967153,Wholesaler,Some-college,Divorced,1294.31,No,Adm-clerical,United-States,Private
672655903,Wholesaler,Some-college,Never-married,2977.47,No,Sales,United-States,Private
674531040,NULL,Masters,Never-married,276.79,No,Exec-managerial,United-States,Private
674979430,NULL,Masters,Married-civ-spouse,149.47,No,Prof-specialty,South,Federal-gov
676013456,NULL,10th,Married-civ-spouse,735.77,No,Transport-moving,United-States,Private
676253242,NULL,7th-8th,Divorced,270.40,No,Machine-op-inspct,United-States,Private
678393834,NULL,Masters,Divorced,344.18,No,Prof-specialty,United-States,Local-gov
678687746,Wholesaler,Bachelors,Married-civ-spouse,552.95,No,Craft-repair,England,Private
678710124,NULL,Assoc-voc,Married-civ-spouse,128.51,No,Prof-specialty,Germany,Private
679012817,Wholesaler,Some-college,Never-married,862.10,No,Prof-specialty,United-States,Private
679238121,Wholesaler,HS-grad,Married-civ-spouse,417.33,No,Machine-op-inspct,United-States,Private
680474018,Wholesaler,5th-6th,Never-married,308.16,No,Handlers-cleaners,United-States,Private
683001125,Wholesaler,Assoc-voc,Married-civ-spouse,752.80,No,Other-service,United-States,Private
683725520,NULL,HS-grad,Separated,145.27,No,Exec-managerial,United-States,Federal-gov
685022334,NULL,HS-grad,Divorced,275.75,No,Other-service,United-States,Private
685163484,Wholesaler,10th,Never-married,907.01,No,Other-service,United-States,Private
685327390,NULL,HS-grad,Divorced,490.65,No,Other-service,United-States,Private
685679883,NULL,Bachelors,Married-civ-spouse,14440.34,No,Tech-support,United-States,Private
687490185,NULL,Some-college,Never-married,82.19,No,Adm-clerical,Dominican-Republic,Private
688700001,NULL,Bachelors,Never-married,742.12,No,Adm-clerical,United-States,Self-emp-inc
688732893,NULL,Some-college,Divorced,728.38,No,Sales,Cuba,Self-emp-inc
689184023,Wholesaler,Some-college,Never-married,712.48,No,Transport-moving,United-States,Private
692178884,NULL,Some-college,Married-civ-spouse,715.01,No,Craft-repair,Puerto-Rico,Private
692299274,NULL,HS-grad,Married-civ-spouse,65.63,No,Farming-fishing,United-States,Self-emp-not-inc
692334835,NULL,7th-8th,Married-civ-spouse,37.40,No,Other-service,United-States,Self-emp-not-inc
692784137,Personal,Bachelors,Never-married,361.59,No,Prof-specialty,United-States,Private
692948201,NULL,12th,Married-civ-spouse,155.28,No,Craft-repair,United-States,Private
693641444,NULL,5th-6th,Never-married,180.69,No,Other-service,El-Salvador,Private
694623586,NULL,Some-college,Married-civ-spouse,1094.65,No,Craft-repair,United-States,Self-emp-inc
694673699,NULL,12th,Separated,393.40,No,Prof-specialty,United-States,Private
695221933,Personal,HS-grad,Married-civ-spouse,884.57,No,Transport-moving,United-States,Private
696458642,NULL,HS-grad,Married-civ-spouse,1162.55,No,Transport-moving,United-States,Private
696624004,NULL,Some-college,Separated,135.48,No,Sales,United-States,Private
696843456,Personal,Some-college,Married-civ-spouse,182.42,No,Sales,United-States,Private
697519965,NULL,Bachelors,Married-civ-spouse,1319.63,No,Exec-managerial,United-States,Private
698042780,NULL,Some-college,Married-civ-spouse,2266.35,No,Sales,United-States,Self-emp-inc
699080188,NULL,Assoc-acdm,Never-married,218.78,No,Sales,United-States,Private
701931980,NULL,HS-grad,Married-civ-spouse,112.41,No,Craft-repair,United-States,Private
704821584,NULL,Some-college,Never-married,86.03,No,Handlers-cleaners,United-States,Private
705126989,NULL,Some-college,Never-married,175.64,No,Protective-serv,United-States,State-gov
705776934,NULL,11th,Never-married,788.85,No,Machine-op-inspct,United-States,Private
705906524,NULL,Bachelors,Married-civ-spouse,1215.17,No,Exec-managerial,United-States,Private
706307899,NULL,11th,Separated,41.15,No,Adm-clerical,United-States,Private
707952758,Wholesaler,Some-college,Widowed,600.27,No,Adm-clerical,United-States,Private
709603141,Personal,Assoc-voc,Married-civ-spouse,107.60,No,Protective-serv,United-States,State-gov
710181030,NULL,Bachelors,Married-spouse-absent,625.41,No,Sales,United-States,Self-emp-not-inc
710528200,NULL,Bachelors,Widowed,340.67,No,Other-service,United-States,Private
710867598,NULL,HS-grad,Widowed,6566.68,No,Priv-house-serv,England,Private
711979284,NULL,Assoc-voc,Married-civ-spouse,76.91,No,Protective-serv,United-States,State-gov
713990713,NULL,Some-college,Married-civ-spouse,106.97,No,Sales,United-States,Self-emp-inc
714816566,Wholesaler,10th,Divorced,285.18,No,Craft-repair,United-States,Private
715417162,NULL,Bachelors,Never-married,83.25,No,Prof-specialty,United-States,State-gov
716362243,NULL,Bachelors,Divorced,1000.78,No,Sales,United-States,Private
716372249,Wholesaler,10th,Divorced,345.14,No,Machine-op-inspct,United-States,Private
716925848,NULL,Assoc-voc,Never-married,163.45,No,Machine-op-inspct,United-States,Private
720051323,NULL,Some-college,Married-civ-spouse,578.95,No,Sales,United-States,Private
720761168,NULL,11th,Divorced,73.93,No,Transport-moving,Canada,Private
723489726,NULL,HS-grad,Married-civ-spouse,81.70,No,Craft-repair,United-States,Self-emp-not-inc
725229948,NULL,5th-6th,Married-civ-spouse,812.42,No,Craft-repair,Italy,Private
725995234,Personal,Bachelors,Divorced,-1.45,return,Prof-specialty,United-States,Local-gov
726506919,NULL,HS-grad,Never-married,592.58,No,Other-service,United-States,Private
726694422,Wholesaler,HS-grad,Never-married,914.17,No,Sales,United-States,Private
727264506,NULL,Bachelors,Married-civ-spouse,251.47,No,Prof-specialty,United-States,Private
728627886,NULL,7th-8th,Married-civ-spouse,877.02,No,Transport-moving,United-States,Private
730031989,NULL,Bachelors,Married-civ-spouse,1111.58,No,Protective-serv,United-States,Federal-gov
730412898,Wholesaler,Bachelors,Married-civ-spouse,501.68,No,Craft-repair,United-States,Local-gov
733066559,Wholesaler,Assoc-acdm,Married-civ-spouse,1151.11,No,Sales,United-States,Private
733202719,NULL,Some-college,Never-married,179.12,No,Adm-clerical,United-States,Private
734253076,NULL,10th,Never-married,156.84,No,Craft-repair,United-States,Private
735289753,Wholesaler,Some-college,Married-civ-spouse,434.90,No,Sales,United-States,Private
736365431,NULL,HS-grad,Never-married,196.62,No,Adm-clerical,United-States,Local-gov
736681350,NULL,Some-college,Never-married,1355.73,No,Handlers-cleaners,United-States,Private
737740383,NULL,Bachelors,Married-civ-spouse,46.95,No,Sales,United-States,Private
738020904,NULL,Some-college,Separated,189.22,No,Other-service,United-States,Private
738603435,Wholesaler,Bachelors,Divorced,2050.74,No,Prof-specialty,United-States,Private
739255944,NULL,Some-college,Married-civ-spouse,73.93,No,Exec-managerial,United-States,Self-emp-inc
740623386,NULL,HS-grad,Divorced,494.66,No,Transport-moving,United-States,Private
742466396,NULL,HS-grad,Divorced,179.33,No,Sales,United-States,Private
744054601,NULL,Bachelors,Divorced,-3.95,return,Adm-clerical,United-States,Private
745063809,Wholesaler,Masters,Never-married,197.52,No,Prof-specialty,United-States,Local-gov
748939746,NULL,12th,Never-married,360.71,No,Other-service,United-States,Private
748956474,NULL,Some-college,Widowed,333.05,No,Adm-clerical,United-States,Private
748973060,NULL,11th,Never-married,47.02,No,Sales,United-States,Private
749741961,NULL,Masters,Divorced,641.11,No,Other-service,United-States,Private
750269921,Wholesaler,Masters,Married-spouse-absent,213.52,No,Prof-specialty,United-States,Private
751486506,Wholesaler,9th,Never-married,145.80,No,Craft-repair,United-States,Private
752530812,Wholesaler,HS-grad,Married-civ-spouse,3323.90,No,Sales,United-States,Private
756462711,NULL,HS-grad,Never-married,1051.05,No,Adm-clerical,United-States,Private
757591580,NULL,Doctorate,Never-married,476.23,No,Exec-managerial,United-States,Private
765423386,NULL,Some-college,Never-married,484.51,No,Sales,United-States,Private
766547285,NULL,Bachelors,Never-married,764.25,No,Exec-managerial,United-States,Private
767523129,NULL,Some-college,Married-civ-spouse,223.36,No,Farming-fishing,United-States,Private
767673765,NULL,HS-grad,Never-married,244.90,No,Other-service,United-States,Private
768108565,NULL,HS-grad,Divorced,603.25,No,Sales,United-States,Private
768265611,NULL,Some-college,Married-civ-spouse,358.15,No,Sales,United-States,Private
769418581,NULL,12th,Married-civ-spouse,382.92,No,Farming-fishing,Germany,Private
769962063,Wholesaler,HS-grad,Married-civ-spouse,1371.92,No,Exec-managerial,United-States,Private
770764856,Wholesaler,Some-college,Never-married,3706.66,No,Handlers-cleaners,United-States,Private
771358921,NULL,HS-grad,Married-civ-spouse,277.72,No,Other-service,United-States,Private
772195248,Personal,HS-grad,Married-civ-spouse,51.32,No,Handlers-cleaners,United-States,Private
776798109,NULL,HS-grad,Widowed,436.54,No,Other-service,United-States,Private
777634813,NULL,Assoc-voc,Never-married,352.46,No,Prof-specialty,United-States,Private
779184109,Wholesaler,Masters,Married-civ-spouse,87.70,No,Prof-specialty,United-States,Local-gov
780018897,NULL,Masters,Married-civ-spouse,1162.81,No,Prof-specialty,United-States,Private
780889812,NULL,HS-grad,Never-married,181.55,No,Other-service,United-States,Private
782506029,NULL,Bachelors,Married-civ-spouse,842.59,No,Adm-clerical,United-States,Private
783126025,NULL,Prof-school,Married-civ-spouse,481.59,No,Prof-specialty,United-States,Self-emp-not-inc
784455160,NULL,Masters,Married-civ-spouse,321.43,No,Protective-serv,United-States,Private
786506419,NULL,HS-grad,Widowed,397.90,No,Other-service,United-States,Private
786898534,NULL,HS-grad,Married-civ-spouse,305.95,No,Craft-repair,United-States,Private
788198947,NULL,Bachelors,Divorced,116.95,No,Exec-managerial,United-States,Private
789611786,Wholesaler,HS-grad,Married-civ-spouse,87.52,No,Sales,United-States,Private
790339011,Wholesaler,Some-college,Never-married,2607.89,No,Sales,United-States,Private
791169285,NULL,Masters,Never-married,135.66,No,Prof-specialty,United-States,Private
792644948,NULL,HS-grad,Never-married,242.89,No,Adm-clerical,United-States,Private
793142422,NULL,Masters,Never-married,267.54,No,Exec-managerial,United-States,Private
793821094,NULL,HS-grad,Widowed,1117.90,No,Sales,United-States,Private
793983225,NULL,HS-grad,Widowed,135.75,No,Priv-house-serv,United-States,Private
794242460,NULL,7th-8th,Married-civ-spouse,46.49,No,Farming-fishing,Mexico,Self-emp-not-inc
796369021,NULL,Bachelors,Married-civ-spouse,52.83,No,Prof-specialty,United-States,Local-gov
800181344,NULL,10th,Married-civ-spouse,2739.21,No,Machine-op-inspct,United-States,Private
800773831,Wholesaler,Some-college,Divorced,528.16,No,Sales,United-States,Private
803369929,NULL,HS-grad,Married-civ-spouse,62.32,No,Craft-repair,United-States,Private
804688228,NULL,HS-grad,Never-married,2098.85,No,Handlers-cleaners,United-States,Private
805684564,NULL,Some-college,Never-married,10.20,No,Craft-repair,United-States,Private
805832179,NULL,Masters,Married-civ-spouse,111.56,No,Sales,United-States,Self-emp-inc
806102956,Wholesaler,Bachelors,Married-civ-spouse,2640.29,No,Adm-clerical,United-States,Private
806542930,NULL,Doctorate,Married-civ-spouse,360.07,No,Prof-specialty,United-States,Private
808254694,NULL,Some-college,Never-married,489.91,No,Sales,United-States,Private
808692935,NULL,Bachelors,Never-married,417.42,No,Exec-managerial,United-States,Local-gov
809866577,Wholesaler,HS-grad,Married-civ-spouse,4260.05,No,Adm-clerical,United-States,Federal-gov
810777403,NULL,Some-college,Never-married,1433.28,No,Sales,United-States,Private
814177140,NULL,Bachelors,Divorced,539.69,No,Exec-managerial,United-States,Private
814615911,NULL,Masters,Married-civ-spouse,3.26,No,Exec-managerial,United-States,Private
815579082,NULL,Some-college,Married-civ-spouse,1023.19,No,Adm-clerical,United-States,Private
816407332,NULL,5th-6th,Never-married,258.38,No,Transport-moving,Columbia,Private
816738146,Wholesaler,Assoc-voc,Married-civ-spouse,1504.38,No,Craft-repair,United-States,Self-emp-not-inc
817044694,NULL,Some-college,Never-married,-48.15,return,Craft-repair,United-States,Private
818658925,Personal,Assoc-voc,Never-married,408.83,No,Craft-repair,United-States,Private
820063390,NULL,Bachelors,Never-married,1631.50,No,Prof-specialty,United-States,Private
821182118,NULL,Bachelors,Never-married,1219.55,No,Exec-managerial,United-States,Private
821670270,Wholesaler,Assoc-acdm,Never-married,202.71,No,Sales,United-States,Private
822275166,NULL,9th,Separated,307.92,No,Other-service,United-States,Private
822795943,Personal,HS-grad,Separated,40.28,No,Other-service,United-States,Private
823803285,NULL,HS-grad,Divorced,962.41,No,Adm-clerical,United-States,Private
828064835,NULL,HS-grad,Married-civ-spouse,496.70,No,Sales,United-States,Private
828388590,NULL,HS-grad,Married-civ-spouse,76.10,No,Exec-managerial,United-States,Self-emp-inc
830070669,NULL,HS-grad,Married-civ-spouse,353.98,No,Craft-repair,United-States,Private
830629426,NULL,Assoc-voc,Married-civ-spouse,2142.07,No,Sales,United-States,Private
831164331,NULL,7th-8th,Never-married,376.31,No,Machine-op-inspct,United-States,Private
832695722,Wholesaler,12th,Never-married,1270.98,No,Sales,United-States,Private
833376319,Wholesaler,Some-college,Never-married,1239.46,No,Sales,United-States,Private
833755205,NULL,11th,Never-married,128.33,No,Sales,United-States,Private
834165669,Wholesaler,Assoc-voc,Divorced,752.80,No,Sales,United-States,Private
835290977,NULL,Masters,Married-civ-spouse,115.78,No,Prof-specialty,England,Private
835442572,NULL,HS-grad,Never-married,691.99,No,Adm-clerical,United-States,Private
835871885,NULL,Some-college,Married-civ-spouse,250.86,No,Sales,United-States,Private
836013827,NULL,Bachelors,Married-civ-spouse,181.81,No,Sales,United-States,Private
836579849,NULL,Assoc-voc,Never-married,602.90,No,Sales,United-States,Private
836770451,NULL,Bachelors,Married-civ-spouse,54.27,No,Farming-fishing,United-States,Private
838357370,Wholesaler,HS-grad,Married-civ-spouse,198.30,No,Craft-repair,United-States,Private
839220635,NULL,HS-grad,Never-married,296.70,No,Other-service,Ireland,Private
840494516,NULL,Some-college,Divorced,2964.25,No,Sales,United-States,Private
845439834,NULL,Some-college,Divorced,66.90,No,Adm-clerical,United-States,Private
846366272,NULL,Bachelors,Divorced,1463.97,No,Prof-specialty,United-States,Local-gov
847786818,NULL,Bachelors,Married-civ-spouse,931.21,No,Tech-support,United-States,Private
848397661,NULL,HS-grad,Divorced,250.39,No,Craft-repair,United-States,Self-emp-not-inc
849241675,NULL,HS-grad,Never-married,1592.56,No,Adm-clerical,United-States,Local-gov
851334092,Wholesaler,11th,Married-civ-spouse,16248.08,No,Transport-moving,United-States,Private
851933831,NULL,HS-grad,Divorced,2128.92,No,Craft-repair,United-States,Private
852484224,NULL,Assoc-voc,Divorced,2178.23,No,Tech-support,United-States,Private
853347002,NULL,HS-grad,Never-married,-16.50,return,Sales,United-States,Private
853822247,Wholesaler,Assoc-acdm,Never-married,4733.34,No,Handlers-cleaners,United-States,Private
854262762,NULL,HS-grad,Never-married,3019.60,No,Transport-moving,United-States,Private
854832111,NULL,HS-grad,Never-married,102.20,No,Craft-repair,United-States,Private
855776014,NULL,Assoc-voc,Never-married,505.00,No,Craft-repair,United-States,Private
855806166,Personal,Prof-school,Married-civ-spouse,233.70,No,Prof-specialty,India,Private
856138208,Wholesaler,Some-college,Never-married,287.55,No,Adm-clerical,United-States,Private
857269897,NULL,Bachelors,Divorced,1904.45,No,Prof-specialty,United-States,Private
858197667,Wholesaler,Assoc-acdm,Never-married,913.80,No,Adm-clerical,United-States,State-gov
858236403,NULL,Some-college,Never-married,132.65,No,Sales,United-States,Private
861228770,NULL,Bachelors,Married-civ-spouse,113.06,No,Exec-managerial,United-States,Private
861277419,NULL,10th,Married-civ-spouse,1051.11,No,Craft-repair,United-States,Private
862133492,NULL,HS-grad,Married-civ-spouse,88.10,No,Machine-op-inspct,United-States,Private
862667442,Personal,HS-grad,Married-civ-spouse,355.09,No,Other-service,China,Private
863227366,NULL,Some-college,Never-married,139.60,No,Adm-clerical,United-States,Local-gov
865459617,NULL,HS-grad,Never-married,144.90,No,Adm-clerical,United-States,Self-emp-not-inc
865719322,NULL,Bachelors,Married-civ-spouse,2194.42,No,Machine-op-inspct,United-States,Private
866872001,Wholesaler,Some-college,Married-civ-spouse,259.82,No,Sales,United-States,Private
867986608,NULL,Some-college,Never-married,1535.02,No,Exec-managerial,United-States,Private
869552651,NULL,Some-college,Married-civ-spouse,211.40,No,Craft-repair,United-States,Local-gov
869657423,NULL,Assoc-voc,Never-married,513.62,No,Craft-repair,United-States,Private
870086361,NULL,Bachelors,Married-civ-spouse,90.70,No,Protective-serv,United-States,Local-gov
870372601,NULL,Bachelors,Married-civ-spouse,416.28,No,Craft-repair,United-States,Self-emp-not-inc
870770888,Personal,HS-grad,Never-married,164.05,No,Transport-moving,United-States,State-gov
870999071,NULL,Assoc-acdm,Divorced,631.73,No,Sales,Germany,Private
871391873,NULL,Some-college,Divorced,1504.32,No,Adm-clerical,United-States,Private
872806437,NULL,7th-8th,Married-civ-spouse,384.93,No,Handlers-cleaners,United-States,State-gov
873614220,NULL,Prof-school,Never-married,342.15,No,Prof-specialty,United-States,Private
876651133,NULL,Bachelors,Never-married,187.81,No,Prof-specialty,Canada,Private
877898078,NULL,Masters,Married-civ-spouse,23.20,No,Prof-specialty,United-States,Self-emp-inc
879525074,NULL,Bachelors,Never-married,730.29,No,Exec-managerial,United-States,Private
879525440,NULL,Some-college,Never-married,42.51,No,Craft-repair,United-States,Private
880905735,NULL,Assoc-acdm,Never-married,555.95,No,Exec-managerial,United-States,Private
881152647,Wholesaler,Masters,Divorced,439.91,No,Adm-clerical,United-States,Local-gov
881226596,NULL,HS-grad,Divorced,358.38,No,Adm-clerical,United-States,State-gov
883544710,NULL,HS-grad,Married-civ-spouse,6.85,No,Machine-op-inspct,United-States,Private
883938180,NULL,HS-grad,Never-married,45.75,No,Handlers-cleaners,United-States,Private
884355125,NULL,Masters,Married-spouse-absent,127.63,No,Exec-managerial,United-States,Private
884620141,Wholesaler,Some-college,Married-civ-spouse,1384.27,No,Protective-serv,United-States,Local-gov
887092074,Wholesaler,7th-8th,Married-civ-spouse,181.26,No,Other-service,United-States,Private
888379754,NULL,HS-grad,Married-civ-spouse,443.43,No,Craft-repair,United-States,Private
888603332,Wholesaler,HS-grad,Married-civ-spouse,1386.69,No,Handlers-cleaners,United-States,Private
888925426,NULL,HS-grad,Married-civ-spouse,131.13,No,Transport-moving,United-States,State-gov
888987375,NULL,Assoc-voc,Never-married,2556.28,No,Protective-serv,United-States,Local-gov
889304920,NULL,7th-8th,Married-civ-spouse,418.71,No,Farming-fishing,United-States,Private
890408447,NULL,10th,Never-married,125.35,No,Adm-clerical,United-States,Private
890826326,NULL,Bachelors,Divorced,1269.25,No,Prof-specialty,United-States,Private
891303018,Wholesaler,Some-college,Never-married,5481.26,No,Sales,United-States,Private
891371782,NULL,HS-grad,Never-married,209.40,No,Adm-clerical,United-States,Private
891638418,NULL,Masters,Divorced,79.79,No,Exec-managerial,United-States,Private
893503329,Personal,Bachelors,Married-civ-spouse,274.85,No,Sales,United-States,Self-emp-inc
893675128,NULL,HS-grad,Married-civ-spouse,441.65,No,Transport-moving,United-States,Private
894482104,NULL,HS-grad,Never-married,163.55,No,Adm-clerical,United-States,Private
896086863,NULL,Some-college,Never-married,184.76,No,Handlers-cleaners,United-States,Private
897558814,NULL,Some-college,Widowed,144.10,No,Prof-specialty,United-States,Private
897815075,NULL,HS-grad,Never-married,676.20,No,Adm-clerical,United-States,Private
898010204,NULL,Some-college,Never-married,175.82,No,Craft-repair,United-States,Private
899195506,NULL,HS-grad,Married-civ-spouse,139.95,No,Protective-serv,United-States,Local-gov
899763941,NULL,Bachelors,Never-married,11523.05,No,Tech-support,Philippines,Private
899825814,Wholesaler,Masters,Never-married,353.53,No,Prof-specialty,United-States,Private
900396775,NULL,Masters,Never-married,263.49,No,Prof-specialty,United-States,Self-emp-not-inc
901052012,NULL,Bachelors,Never-married,1331.89,No,Adm-clerical,United-States,Private
